Filename;Title;Description;NbCopies;NbSelf;BACKGROUND;FEATHER;OUTWEAR;BEAK;HEADWEAR;EYES;EYEWEAR
478;RugBerb #478;Get Rugged;1;0;teal;brown;none;Moustache big;beanie;eyebrow;none
479;RugBerb #479;Get Rugged;1;0;sun;black skull;sailor costume;silver;watermelon;normal gold;sunglasses
480;RugBerb #480;Get Rugged;1;0;purple;pink;none;gold small;none;eyebrow;glasses
481;RugBerb #481;Get Rugged;1;0;graveyard;pink love;gold necklace;normal;cavalier hat ;black red;red stylish glasses
482;RugBerb #482;Get Rugged;1;0;teal;brown;medal;normal;none;black red;none
483;RugBerb #483;Get Rugged;1;0;Thunder;fire blue;none;Moustache big;straw hat;heart;none
484;RugBerb #484;Get Rugged;1;0;Diplo Sky;brown;none;pipe;cowboy hat;crying;none
485;RugBerb #485;Get Rugged;1;0;Rain;BOOrb;pajamas blue holding pillow;small;poisoned apple;eyebrow;none
486;RugBerb #486;Get Rugged;1;0;sun;green;gold necklace;gold normal;none;normal;glasses
487;RugBerb #487;Get Rugged;1;0;blue;stone;crewneck sweatshirt: pink;worm;cavalier hat ;pumped up;none
488;RugBerb #488;Get Rugged;1;0;doom gloom;yellow;crewneck sweatshirt: pink;normal;plunger;normal;pink stars glasses
489;RugBerb #489;Get Rugged;1;0;purple;pink;none;big;beanie;normal;none
490;RugBerb #490;Get Rugged;1;0;Rain;grey;firefighter uniform;worm;none;normal;brown aviator
491;RugBerb #491;Get Rugged;1;0;green chart;yellow;none;worm;none;unibrow;none
492;RugBerb #492;Get Rugged;1;0;grey;green;gold necklace;normal;none;normal;eye patch
493;RugBerb #493;Get Rugged;1;0;teal;yellow belly;bowtie;pipe;none;unibrow;eye patch
494;RugBerb #494;Get Rugged;1;0;beach;purple;none;Moustache normal;none;green laser;none
495;RugBerb #495;Get Rugged;1;0;blue;brown;white shirt;Moustache big;lamp;unibrow;sunglasses
496;RugBerb #496;Get Rugged;1;0;beach;grey ninja;duck floaty;gold small;third eye;red laser;none
497;RugBerb #497;Get Rugged;1;0;grey;black;tracksuit navy blue;silver;none;not normal;none
498;RugBerb #498;Get Rugged;1;0;doom gloom;brown;construction vest;pipe;Sombrero hat;crying;none
499;RugBerb #499;Get Rugged;1;0;Thunder;grey;cross necklace;big;brain;normal;goggles
500;RugBerb #500;Get Rugged;1;0;Rain;yellow;cross necklace;normal;cone;unibrow;none
501;RugBerb #501;Get Rugged;1;0;red chart;pink;none;normal;none;freezing beam;none
502;RugBerb #502;Get Rugged;1;0;Rain;pink love;bowtie;Moustache normal;bowler hat;normal gold;none
503;RugBerb #503;Get Rugged;1;0;grey;blue;white shirt;Moustache big;Pilot helmet;pumped up;none
504;RugBerb #504;Get Rugged;1;0;teal;brown;firefighter uniform;worm;Bullseye cap;heart;none
505;RugBerb #505;Get Rugged;1;0;grey;pink;cross necklace;small;leprechaun's hat;green laser;3d glasses
506;RugBerb #506;Get Rugged;1;0;blue;black skull;pajamas blue holding pillow;small;none;cyclops;none
507;RugBerb #507;Get Rugged;1;0;Rain;pink;detective suit;small;none;crying;none
508;RugBerb #508;Get Rugged;1;0;grey;fire red;none;Moustache normal;lamp;normal;eye patch
509;RugBerb #509;Get Rugged;1;0;purple;pink;gold necklace;Moustache normal;frogi;unibrow;none
510;RugBerb #510;Get Rugged;1;0;Thunder;blue;none;big;pirate hat;black red;none
511;RugBerb #511;Get Rugged;1;0;purple;pink;pink dress;normal;Bullseye cap;normal;none
512;RugBerb #512;Get Rugged;1;0;Rain;blue;duck floaty;small;brain;crying;none
513;RugBerb #513;Get Rugged;1;0;Aries constellation;black;baseball jersey;worm;none;pumped up;none
514;RugBerb #514;Get Rugged;1;0;teal;yellow;none;small;headlamp;not normal;pink stars glasses
515;RugBerb #515;Get Rugged;1;0;Aries constellation;purple;bowtie;Moustache big;firefighter hat;eyebrow;eye patch
516;RugBerb #516;Get Rugged;1;0;grey;pink;firefighter uniform;normal;none;normal;none
517;RugBerb #517;Get Rugged;1;0;Rain;brown;none;normal;cowboy hat;black red;none
518;RugBerb #518;Get Rugged;1;0;graveyard;black;green jacket;small;none;eyebrow;red stylish glasses
519;RugBerb #519;Get Rugged;1;0;purple;yellow;robe king;Moustache big;firefighter hat;normal;red stylish glasses
520;RugBerb #520;Get Rugged;1;0;doom gloom;black skull;cross necklace;Moustache big;headband;normal;monocle
521;RugBerb #521;Get Rugged;1;0;grey;yellow belly;pajamas blue holding pillow;pipe;headlamp;eyebrow;none
522;RugBerb #522;Get Rugged;1;0;blue;blue;pocho;normal;GM;black red;none
523;RugBerb #523;Get Rugged;1;0;red chart;green;none;cigar;none;eyebrow;eye patch
524;RugBerb #524;Get Rugged;1;0;teal;blue;none;Moustache normal;headset pink;not normal;none
525;RugBerb #525;Get Rugged;1;0;space;grey ninja;gold necklace;Moustache normal;none;wounded;none
526;RugBerb #526;Get Rugged;1;0;Thunder;green;karate uniform;small;leprechaun's hat;unibrow;sunglasses
527;RugBerb #527;Get Rugged;1;0;blue sky;brown;tracksuit navy blue;worm;brain;normal gold;glasses
528;RugBerb #528;Get Rugged;1;0;doom gloom;brown;green jacket;normal;cowboy hat;unibrow;pink stars glasses
529;RugBerb #529;Get Rugged;1;0;teal;grey;cop uniform;normal;lamp;cyclops;none
530;RugBerb #530;Get Rugged;1;0;Rain;grey;none;silver;brain;crying;pink stars glasses
531;RugBerb #531;Get Rugged;1;0;pink sky;yellow;none;moustache small;cop hat;pumped up;none
532;RugBerb #532;Get Rugged;1;0;purple;grey;firefighter uniform;normal;straw hat;eyebrow;none
533;RugBerb #533;Get Rugged;1;0;grey;grey;none;Moustache normal;top hat;normal gold;brown aviator
534;RugBerb #534;Get Rugged;1;0;beach;purple;farmer outfit;small;none;eyebrow;none
535;RugBerb #535;Get Rugged;1;0;doom gloom;purple;pajamas blue holding pillow;worm;cowboy hat;normal;none
536;RugBerb #536;Get Rugged;1;0;teal;black skull;none;normal;halo;normal;none
537;RugBerb #537;Get Rugged;1;0;graveyard;green;pink dress;normal;bucket;normal;none
538;RugBerb #538;Get Rugged;1;0;green chart;yellow;baseball jersey;gold normal;plunger;eyebrow;none
539;RugBerb #539;Get Rugged;1;0;blue sky;green;gladiator armor;small;straw hat;unibrow;none
540;RugBerb #540;Get Rugged;1;0;teal;grey;baseball jersey;small;halo;crying;brown aviator
541;RugBerb #541;Get Rugged;1;0;purple;brown;hoodie blue;moustache small;cavalier hat ;unibrow;goggles
542;RugBerb #542;Get Rugged;1;0;teal;yellow;leather jacket black;normal;bowler hat;eyebrow;none
543;RugBerb #543;Get Rugged;1;0;doom gloom;pink;none;pipe;none;normal;none
544;RugBerb #544;Get Rugged;1;0;Thunder;brown;cop uniform;Moustache big;tiara pink;normal;pink stars glasses
545;RugBerb #545;Get Rugged;1;0;green chart;black skull;none;normal;none;eyebrow;red stylish glasses
546;RugBerb #546;Get Rugged;1;0;Thunder;green;none;normal;brain;normal;none
547;RugBerb #547;Get Rugged;1;0;doom gloom;yellow;karate uniform;normal;none;eyebrow;none
548;RugBerb #548;Get Rugged;1;0;graveyard;grey ninja;none;normal;none;pumped up;none
549;RugBerb #549;Get Rugged;1;0;blue;pink;none;normal;bucket;eyebrow;glasses
550;RugBerb #550;Get Rugged;1;0;doom gloom;pink;none;normal;captain hat;eyebrow;none
551;RugBerb #551;Get Rugged;1;0;purple;grey;karate uniform;big;Bullseye cap;normal;none
552;RugBerb #552;Get Rugged;1;0;grey;pink;firefighter uniform;Moustache normal;Sombrero hat;unibrow;red stylish glasses
553;RugBerb #553;Get Rugged;1;0;blue;green;green jacket;Moustache big;none;eyebrow;none
554;RugBerb #554;Get Rugged;1;0;beach;blue;clown outfit;Moustache big;none;heart;none
555;RugBerb #555;Get Rugged;1;0;blue;blue;pink dress;big;plant;eyebrow;3d glasses
556;RugBerb #556;Get Rugged;1;0;beach;green;sailor costume;silver;chef hat;eyebrow;monocle
557;RugBerb #557;Get Rugged;1;0;sun;purple;bowtie;big;beanie;normal;none
558;RugBerb #558;Get Rugged;1;0;Rain;pink love;bowtie;big;watermelon;unibrow;pink stars glasses
559;RugBerb #559;Get Rugged;1;0;doom gloom;grey;farmer outfit;pipe;none;eyebrow;none
560;RugBerb #560;Get Rugged;1;0;grey;grey;gold necklace;small;captain hat;red laser;monocle
561;RugBerb #561;Get Rugged;1;0;blue;brown;firefighter uniform;normal;none;unibrow;none
562;RugBerb #562;Get Rugged;1;0;doom gloom;gold;none;silver;none;normal;none
563;RugBerb #563;Get Rugged;1;0;doom gloom;black;tracksuit navy blue;small;straw hat;heart;sleep mask 
564;RugBerb #564;Get Rugged;1;0;purple;robot;white shirt;big;none;black red;pink stars glasses
565;RugBerb #565;Get Rugged;1;0;Rain;purple;pocho;Moustache big;poisoned apple;unibrow;none
566;RugBerb #566;Get Rugged;1;0;grey;blue;sailor costume;small;none;machine gold;none
567;RugBerb #567;Get Rugged;1;0;purple;black;pajamas blue holding pillow;normal;pirate hat;eyebrow;none
568;RugBerb #568;Get Rugged;1;0;Thunder;purple;cop uniform;silver;frogi;not normal;red stylish glasses
569;RugBerb #569;Get Rugged;1;0;blue;black;sailor costume;pipe;pajamas cap;normal gold;brown aviator
570;RugBerb #570;Get Rugged;1;0;purple;black;tracksuit navy blue;Moustache big;captain hat;black red;none
571;RugBerb #571;Get Rugged;1;0;blue;black;none;moustache small;cavalier hat ;eyebrow;glasses
572;RugBerb #572;Get Rugged;1;0;purple;stone;none;small;pan;eyebrow;sunglasses
573;RugBerb #573;Get Rugged;1;0;blue sky;blue;none;cigar;none;unibrow;none
574;RugBerb #574;Get Rugged;1;0;grey;gold;purple jacket;Moustache normal;none;normal;brown aviator
575;RugBerb #575;Get Rugged;1;0;grey;grey;pink dress;Moustache big;pirate hat;normal;none
576;RugBerb #576;Get Rugged;1;0;grey;purple;scarf;normal;RUG!;unibrow;none
577;RugBerb #577;Get Rugged;1;0;purple;yellow belly;pink dress;normal;captain hat;eyebrow;glasses
578;RugBerb #578;Get Rugged;1;0;blue;grey;green jacket;normal;chef hat;heart;none
579;RugBerb #579;Get Rugged;1;0;grey;yellow;none;normal;beanie;black red;green stylish glasses
580;RugBerb #580;Get Rugged;1;0;blue;green;white shirt;worm;apple;normal;none
581;RugBerb #581;Get Rugged;1;0;doom gloom;grey;baseball jersey;silver;Sombrero hat;black red;none
582;RugBerb #582;Get Rugged;1;0;Thunder;pink;pocho;small;construction hat;normal;none
583;RugBerb #583;Get Rugged;1;0;grey;green;farmer outfit;pipe;beanie;pumped up;goggles
584;RugBerb #584;Get Rugged;1;0;blue sky;yellow;none;Moustache normal;witch hat;pumped up;none
585;RugBerb #585;Get Rugged;1;0;purple;fire red;pink dress;big;firefighter hat;red laser gold;none
586;RugBerb #586;Get Rugged;1;0;pink sky;brown;pink dress;normal;plant;normal;none
587;RugBerb #587;Get Rugged;1;0;Rain;grey;bowtie;big;none;eyebrow;none
588;RugBerb #588;Get Rugged;1;0;Rain;grey;white shirt;normal;none;unibrow;none
589;RugBerb #589;Get Rugged;1;0;blue sky;pink;farmer outfit;worm;none;normal;none
590;RugBerb #590;Get Rugged;1;0;Rain;green;sailor costume;moustache small;none;normal gold;none
591;RugBerb #591;Get Rugged;1;0;teal;yellow belly;bowtie;big;none;heart;none
592;RugBerb #592;Get Rugged;1;0;Rain;pink;purple jacket;small;bowler hat;unibrow;none
593;RugBerb #593;Get Rugged;1;0;doom gloom;black skull;scarf;moustache small;none;crying;none
594;RugBerb #594;Get Rugged;1;0;sun;pink;firefighter uniform;small;Viking;cyclops;none
595;RugBerb #595;Get Rugged;1;0;doom gloom;green;none;small;none;green laser;none
596;RugBerb #596;Get Rugged;1;0;blue;grey;witch robe;Moustache big;cone;eyebrow;sleep mask 
597;RugBerb #597;Get Rugged;1;0;Rain;brown;none;moustache small;none;normal;none
598;RugBerb #598;Get Rugged;1;0;purple;grey;gold necklace;worm;none;black red;none
599;RugBerb #599;Get Rugged;1;0;teal;purple glitch;tracksuit navy blue;small;clown hat;crying;eye patch
600;RugBerb #600;Get Rugged;1;0;red chart;brown;sailor costume;normal;Sombrero hat;eyebrow;none
601;RugBerb #601;Get Rugged;1;0;red chart;grey;pink dress;pipe;headlamp;crying;sleep mask 
602;RugBerb #602;Get Rugged;1;0;grey;blue;medal;big;none;red laser gold;none
603;RugBerb #603;Get Rugged;1;0;teal;stone;none;normal;none;heart;brown aviator
604;RugBerb #604;Get Rugged;1;0;cancer constellation;green;sailor costume;Moustache big;none;normal gold;none
605;RugBerb #605;Get Rugged;1;0;grey;black;none;small;none;unibrow;none
606;RugBerb #606;Get Rugged;1;0;blue;pink;duck floaty;Moustache big;straw hat;crying;none
607;RugBerb #607;Get Rugged;1;0;rainbow;blue;scarf;normal;plant;black red;goggles
608;RugBerb #608;Get Rugged;1;0;purple;grey;gold necklace;worm;headlamp;eyebrow;pink stars glasses
609;RugBerb #609;Get Rugged;1;0;teal;grey;clown outfit;big;Sombrero hat;unibrow;none
610;RugBerb #610;Get Rugged;1;0;grey;yellow;white shirt;big;rubber duck;eyebrow;none
611;RugBerb #611;Get Rugged;1;0;blue sky;yellow;scarf;small;headset pink;machine;sunglasses smoll
612;RugBerb #612;Get Rugged;1;0;Thunder;black skull;none;moustache small;none;normal;none
613;RugBerb #613;Get Rugged;1;0;grey;yellow belly;medal;small;Pilot helmet;not normal;none
614;RugBerb #614;Get Rugged;1;0;pink sky;yellow;duck floaty;big;none;eyebrow;none
615;RugBerb #615;Get Rugged;1;0;Thunder;brown;gladiator armor;worm;brain;black red;none
616;RugBerb #616;Get Rugged;1;0;Rain;pink;baseball jersey;gold small;bucket;eyebrow;none
617;RugBerb #617;Get Rugged;1;0;Rain;brown;baseball jersey;normal;headlamp;unibrow;none
618;RugBerb #618;Get Rugged;1;0;grey;fire red;cross necklace;Moustache normal;cavalier hat ;eyebrow;none
619;RugBerb #619;Get Rugged;1;0;blue;pink love;none;worm;none;normal;none
620;RugBerb #620;Get Rugged;1;0;blue;pink love;cross necklace;gold normal;bowler hat;normal gold;3d glasses
621;RugBerb #621;Get Rugged;1;0;purple;green;crewneck sweatshirt: pink;normal;headband;unibrow;eye patch
622;RugBerb #622;Get Rugged;1;0;purple;BOOrb;none;small;headband;red laser gold;none
623;RugBerb #623;Get Rugged;1;0;blue sky;grey ninja;ninja staff;normal;pan;normal;none
624;RugBerb #624;Get Rugged;1;0;Aries constellation;grey;green jacket;small;Pilot helmet;eyebrow;3d glasses
625;RugBerb #625;Get Rugged;1;0;pink sky;pink;Astronaut;Moustache big;none;normal;none
626;RugBerb #626;Get Rugged;1;0;rainbow;brown;pink dress;worm;rubber duck;eyebrow;none
627;RugBerb #627;Get Rugged;1;0;beach;yellow;none;gold small;Bullseye cap;eyebrow;none
628;RugBerb #628;Get Rugged;1;0;blue sky;blue ninja;ninja staff;normal;none;crying;none
629;RugBerb #629;Get Rugged;1;0;cancer constellation;pink;green jacket;Moustache big;pirate hat;crying;none
630;RugBerb #630;Get Rugged;1;0;beach;brown;crewneck sweatshirt: pink;normal;none;freezing beam;none
631;RugBerb #631;Get Rugged;1;0;grey;yellow;none;small;firefighter hat;normal;brown aviator
632;RugBerb #632;Get Rugged;1;0;pink sky;yellow belly;none;normal;none;eyebrow;sleep mask 
633;RugBerb #633;Get Rugged;1;0;grey;black;sailor costume;worm;none;normal;none
634;RugBerb #634;Get Rugged;1;0;purple;blue;green jacket;small;RUG!;normal gold;glasses
635;RugBerb #635;Get Rugged;1;0;purple;pink;tracksuit navy blue;not normal;egg & nest;unibrow;none
636;RugBerb #636;Get Rugged;1;0;grey;pink;crewneck sweatshirt: pink;moustache small;bucket;unibrow;none
637;RugBerb #637;Get Rugged;1;0;cancer constellation;blue ninja;gold necklace;normal;none;red laser;none
638;RugBerb #638;Get Rugged;1;0;doom gloom;black;none;small;clown hat;normal;sleep mask 
639;RugBerb #639;Get Rugged;1;0;Rain;black skull;none;big;none;eyebrow;none
640;RugBerb #640;Get Rugged;1;0;teal;blue;construction vest;big;cone;eyebrow;sleep mask 
641;RugBerb #641;Get Rugged;1;0;grey;yellow;pink dress;Moustache big;cone;unibrow;none
642;RugBerb #642;Get Rugged;1;0;sun;brown;none;big;leprechaun's hat;unibrow;red stylish glasses
643;RugBerb #643;Get Rugged;1;0;sun;red glitch;white shirt;worm;Pilot helmet;rainbow laser;none
644;RugBerb #644;Get Rugged;1;0;purple;green;medal;normal;none;normal gold;none
645;RugBerb #645;Get Rugged;1;0;graveyard;blue ninja;gold necklace;gold small;third eye;wounded;none
646;RugBerb #646;Get Rugged;1;0;doom gloom;black skull;cross necklace;big;apple;eyebrow;none
647;RugBerb #647;Get Rugged;1;0;doom gloom;brown;medal;normal;pan;normal gold;none
648;RugBerb #648;Get Rugged;1;0;blue;yellow;pajamas blue holding pillow;big;none;eyebrow;red stylish glasses
649;RugBerb #649;Get Rugged;1;0;blue;grey;firefighter uniform;small;Bullseye cap;machine gold;red stylish glasses
650;RugBerb #650;Get Rugged;1;0;teal;pink love;none;Moustache big;sunny side up;black red;none
651;RugBerb #651;Get Rugged;1;0;blue sky;yellow;farmer outfit;cigar;straw hat;green laser;none
652;RugBerb #652;Get Rugged;1;0;blue sky;purple glitch;none;pipe;plunger;heart;none
653;RugBerb #653;Get Rugged;1;0;blue sky;brown;none;pipe;cavalier hat ;eyebrow;goggles
654;RugBerb #654;Get Rugged;1;0;purple;purple;none;pipe;poisoned apple;pumped up;glasses
655;RugBerb #655;Get Rugged;1;0;grey;pink;pocho;worm;cone;unibrow;sunglasses
656;RugBerb #656;Get Rugged;1;0;purple;pink;none;moustache small;clown hat;black red;sunglasses
657;RugBerb #657;Get Rugged;1;0;Diplo Sky;brown;none;Moustache big;plunger;eyebrow;none
658;RugBerb #658;Get Rugged;1;0;teal;brown;firefighter uniform;normal;none;unibrow;green stylish glasses
659;RugBerb #659;Get Rugged;1;0;grey;grey;pink dress;big;firefighter hat;eyebrow;green stylish glasses
660;RugBerb #660;Get Rugged;1;0;Diplo Sky;yellow belly;clown outfit;worm;watermelon;normal;none
661;RugBerb #661;Get Rugged;1;0;rainbow;yellow;crewneck sweatshirt: pink;normal;none;normal;brown aviator
662;RugBerb #662;Get Rugged;1;0;teal;green;tracksuit navy blue;worm;headset pink;heart;none
663;RugBerb #663;Get Rugged;1;0;red chart;pink love;purple jacket;small;none;unibrow;none
664;RugBerb #664;Get Rugged;1;0;purple;purple;none;normal;none;normal gold;none
665;RugBerb #665;Get Rugged;1;0;pink sky;black;cross necklace;big;straw hat;normal;none
666;RugBerb #666;Get Rugged;1;0;doom gloom;yellow belly;none;normal;none;crying;none
667;RugBerb #667;Get Rugged;1;0;Thunder;purple;karate uniform;small;pajamas cap;normal gold;none
668;RugBerb #668;Get Rugged;1;0;Thunder;black skull;tracksuit navy blue;pipe;bucket;normal;sleep mask 
669;RugBerb #669;Get Rugged;1;0;Thunder;green;none;big;plunger;black red;none
670;RugBerb #670;Get Rugged;1;0;red chart;purple;pajamas blue holding pillow;big;tiara pink;normal;3d glasses
671;RugBerb #671;Get Rugged;1;0;doom gloom;pink;bowtie;small;none;crying;green stylish glasses
672;RugBerb #672;Get Rugged;1;0;teal;pink;gold necklace;big;none;eyebrow;none
673;RugBerb #673;Get Rugged;1;0;beach;black;clown outfit;big;pan;normal;none
674;RugBerb #674;Get Rugged;1;0;Ninja;pink;none;big;tiara pink;normal;glasses
675;RugBerb #675;Get Rugged;1;0;grey;grey;pocho;gold normal;pirate hat;black red;none
676;RugBerb #676;Get Rugged;1;0;blue;blue;none;big;Bullseye cap;pumped up;none
677;RugBerb #677;Get Rugged;1;0;Ninja;green;medal;normal;beanie;unibrow;3d glasses
678;RugBerb #678;Get Rugged;1;0;pink sky;blue ninja;none;gold small;crown king;wounded;none
679;RugBerb #679;Get Rugged;1;0;purple;pink;firefighter uniform;normal;none;eyebrow;none
680;RugBerb #680;Get Rugged;1;0;pink sky;pink;cross necklace;silver;headset pink;eyebrow;snorkeling
681;RugBerb #681;Get Rugged;1;0;Thunder;gold;clown outfit;gold big;brain;eyebrow;red stylish glasses
682;RugBerb #682;Get Rugged;1;0;Aries constellation;brown;firefighter uniform;big;headlamp;normal;sleep mask 
683;RugBerb #683;Get Rugged;1;0;Thunder;pink;sailor costume;small;none;unibrow;none
684;RugBerb #684;Get Rugged;1;0;Aries constellation;black skull;none;big;rubber duck;machine;none
685;RugBerb #685;Get Rugged;1;0;Thunder;pink;karate uniform;normal;baseball cap;normal;none
686;RugBerb #686;Get Rugged;1;0;teal;grey;tracksuit navy blue;small;lamp;normal gold;none
687;RugBerb #687;Get Rugged;1;0;grey;yellow;none;pipe;none;eyebrow;none
688;RugBerb #688;Get Rugged;1;0;teal;robot;farmer outfit;normal;cone;red laser;none
689;RugBerb #689;Get Rugged;1;0;Rain;robot;clown outfit;moustache small;Pilot helmet;black red;none
690;RugBerb #690;Get Rugged;1;0;pink sky;black;detective suit;normal;poisoned apple;cyclops;none
691;RugBerb #691;Get Rugged;1;0;teal;pink love;medal;worm;none;eyebrow;none
692;RugBerb #692;Get Rugged;1;0;doom gloom;brown;pajamas blue holding pillow;normal;beanie;eyebrow;none
693;RugBerb #693;Get Rugged;1;0;grey;yellow belly;karate uniform;silver;none;crying;none
694;RugBerb #694;Get Rugged;1;0;blue sky;pink;baseball jersey;small;headset pink;unibrow;sunglasses smoll
695;RugBerb #695;Get Rugged;1;0;red chart;pink;none;Moustache normal;construction hat;normal gold;goggles
696;RugBerb #696;Get Rugged;1;0;purple;grey;purple jacket;big;none;eyebrow;none
697;RugBerb #697;Get Rugged;1;0;blue sky;brown;witch robe;big;Sombrero hat;unibrow;none
698;RugBerb #698;Get Rugged;1;0;rainbow;red glitch;gold necklace;Moustache big;cowboy hat;unibrow;none
699;RugBerb #699;Get Rugged;1;0;grey;green;chef;worm;none;eyebrow;sunglasses
700;RugBerb #700;Get Rugged;1;0;teal;blue;none;normal;frogi;eyebrow;none
701;RugBerb #701;Get Rugged;1;0;blue;blue;witch robe;normal;lamp;normal gold;none
702;RugBerb #702;Get Rugged;1;0;sun;blue;construction vest;small;top hat;normal;none
703;RugBerb #703;Get Rugged;1;0;teal;robot;none;pipe;cowboy hat;eyebrow;none
704;RugBerb #704;Get Rugged;1;0;Rain;yellow;pajamas blue holding pillow;small;chef hat;rainbow laser;none
705;RugBerb #705;Get Rugged;1;0;beach;grey;duck floaty;small;cop hat;unibrow;none
706;RugBerb #706;Get Rugged;1;0;blue;pink;sailor costume;normal;headband;machine;none
707;RugBerb #707;Get Rugged;1;0;teal;green;cop uniform;Moustache big;apple;unibrow;none
708;RugBerb #708;Get Rugged;1;0;blue sky;robot;cop uniform;cigar;sunny side up;black red;none
709;RugBerb #709;Get Rugged;1;0;Rain;black skull;pink dress;moustache small;none;pumped up;none
710;RugBerb #710;Get Rugged;1;0;Ninja;blue;pink dress;moustache small;headband;black red;none
711;RugBerb #711;Get Rugged;1;0;blue;brown;none;big;none;eyebrow;none
712;RugBerb #712;Get Rugged;1;0;teal;yellow;none;Moustache normal;pajamas cap;machine;none
713;RugBerb #713;Get Rugged;1;0;Rain;purple;none;big;clown hat;eyebrow;none
714;RugBerb #714;Get Rugged;1;0;graveyard;grey;crewneck sweatshirt: pink;cigar;baseball cap;unibrow;none
715;RugBerb #715;Get Rugged;1;0;sun;yellow;gladiator armor;normal;none;machine;none
716;RugBerb #716;Get Rugged;1;0;purple;yellow;none;cigar;firefighter hat;black red;none
717;RugBerb #717;Get Rugged;1;0;Thunder;black;pajamas blue holding pillow;big;none;eyebrow;green stylish glasses
718;RugBerb #718;Get Rugged;1;0;Ninja;blue ninja;cross necklace;Moustache normal;gladiator helmet;wounded;none
719;RugBerb #719;Get Rugged;1;0;beach;pink ninja;ninja staff;normal;brain;normal;none
720;RugBerb #720;Get Rugged;1;0;beach;purple;gladiator armor;big;none;normal;none
721;RugBerb #721;Get Rugged;1;0;blue;grey;sailor costume;pipe;straw hat;eyebrow;sunglasses smoll
722;RugBerb #722;Get Rugged;1;0;green chart;pink;bowtie;Moustache normal;none;normal;green stylish glasses
723;RugBerb #723;Get Rugged;1;0;Space;green;clown outfit;moustache small;tiara pink;eyebrow;none
724;RugBerb #724;Get Rugged;1;0;pink sky;green;none;silver;none;eyebrow;none
725;RugBerb #725;Get Rugged;1;0;rainbow;yellow;green jacket;small;pan;normal;none
726;RugBerb #726;Get Rugged;1;0;purple;yellow;cop uniform;big;none;eyebrow;none
727;RugBerb #727;Get Rugged;1;0;blue;brown;cop uniform;normal;chef hat;normal;none
728;RugBerb #728;Get Rugged;1;0;blue;pink;firefighter uniform;cigar;none;unibrow;glasses
729;RugBerb #729;Get Rugged;1;0;teal;purple glitch;farmer outfit;big;construction hat;crying;none
730;RugBerb #730;Get Rugged;1;0;Rain;yellow belly;none;normal;none;normal;none
731;RugBerb #731;Get Rugged;1;0;beach;brown;construction vest;pipe;none;normal;eye patch
732;RugBerb #732;Get Rugged;1;0;Thunder;green;pocho;small;pirate hat;eyebrow;sunglasses smoll
733;RugBerb #733;Get Rugged;1;0;Rain;purple;none;normal;pan;eyebrow;3d glasses
734;RugBerb #734;Get Rugged;1;0;sun;black skull;none;big;none;eyebrow;none
735;RugBerb #735;Get Rugged;1;0;red chart;blue;medal;Moustache normal;pan;pumped up;none
736;RugBerb #736;Get Rugged;1;0;Ninja;purple;pocho;normal;none;normal;sleep mask 
737;RugBerb #737;Get Rugged;1;0;sun;yellow;none;big;none;eyebrow;sunglasses
738;RugBerb #738;Get Rugged;1;0;Rain;green;firefighter uniform;silver;rubber duck;eyebrow;goggles
739;RugBerb #739;Get Rugged;1;0;teal;black;none;big;none;crying;goggles
740;RugBerb #740;Get Rugged;1;0;pink sky;blue;chef;Moustache normal;none;heart;pink stars glasses
741;RugBerb #741;Get Rugged;1;0;blue;black;none;small;beanie;heart;none
742;RugBerb #742;Get Rugged;1;0;grey;blue;cross necklace;moustache small;none;green laser;none
743;RugBerb #743;Get Rugged;1;0;teal;grey;cop uniform;Moustache normal;halo;crying;none
744;RugBerb #744;Get Rugged;1;0;blue;black skull;firefighter uniform;normal;Pilot helmet;eyebrow;none
745;RugBerb #745;Get Rugged;1;0;blue sky;blue;cop uniform;silver;poisoned apple;normal;sunglasses smoll
746;RugBerb #746;Get Rugged;1;0;doom gloom;brown;tracksuit navy blue;small;Pilot helmet;unibrow;sunglasses smoll
747;RugBerb #747;Get Rugged;1;0;grey;blue;none;normal;none;normal;none
748;RugBerb #748;Get Rugged;1;0;Diplo Sky;brown;baseball jersey;big;GM;heart;none
749;RugBerb #749;Get Rugged;1;0;blue;yellow;white shirt;big;brain;normal;eye patch
750;RugBerb #750;Get Rugged;1;0;teal;yellow belly;none;moustache small;poisoned apple;machine;none
751;RugBerb #751;Get Rugged;1;0;teal;green;white shirt;big;baseball cap;eyebrow;brown aviator
752;RugBerb #752;Get Rugged;1;0;teal;grey;none;worm;chef hat;machine;sleep mask 
753;RugBerb #753;Get Rugged;1;0;teal;pink love;firefighter uniform;big;clown hat;heart;none
754;RugBerb #754;Get Rugged;1;0;green chart;purple;sailor costume;normal;Pilot helmet;not normal;glasses
755;RugBerb #755;Get Rugged;1;0;grey;brown;sailor costume;worm;apple;eyebrow;none
756;RugBerb #756;Get Rugged;1;0;pink sky;yellow belly;cross necklace;small;pan;eyebrow;brown aviator
757;RugBerb #757;Get Rugged;1;0;Space;blue;firefighter uniform;normal;none;normal;none
758;RugBerb #758;Get Rugged;1;0;teal;black skull;none;Moustache big;none;pumped up;none
759;RugBerb #759;Get Rugged;1;0;Rain;purple;farmer outfit;moustache small;poisoned apple;pumped up;none
760;RugBerb #760;Get Rugged;1;0;purple;purple;leather jacket black;worm;lamp;eyebrow;none
